"","MOMAM","is_nes","is_snes","is_n64","is_gcn","is_wii","is_wiiu","is_switch","is_gb","is_gba","is_pc","is_playstation","is_2d","is_3d","is_mario","is_zelda","is_pokemon","is_starfox","is_pikmin","is_rare","is_sega","is_retrostudios","is_capcom","is_disney","is_random","is_platformer","is_adventure","is_action","is_rpg","is_puzzle","is_racing","is_sports","is_romhack","is_minigame","is_hundo","is_educational","is_shooter","is_strategy","is_metroidvania","is_multigame","is_bonus","is_hardmode","is_sub_battle","pie_won_last","pie_played_recently","spike_played_recently"
"Overall",3.5271158632265,19.2358330991034,45.1785299683339,1.52899206209259,37.5267875133493,0.789074140579805,4.2339374086641,30.4085501054034,47.5815768397928,90.9046897365429,48.0009270500249,58.2253415963519,44.3786992787538,0.702590383428512,30.1352819293525,62.2271312382937,6.91801009820012,77.1226708206321,86.2412819827238,59.3637776067266,31.9881153564661,52.3545483316778,32.048613474718,39.9101689680921,36.6031567370048,77.4388917497335,40.9191159917009,16.4537112564876,31.2364505992039,39.7865455495652,10.3686733005051,34.2959962899462,0,27.9792603287154,31.9613466547527,16.90747198737,3.0492050392792,33.1175149593428,84.2822769904543,51.6102076000281,3.90347552796596,20.0701039065069,48.6317820476682,50.6414660393581,17.1872396747796,100
